,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,mood
6280,0.000202,0.64,142564,0.738,0.694,10,0.0508,-8.832,0,0.0394,95.951,4,0.306,chill
6281,0.261,0.835,254125,0.655,0.776,7,0.185,-9.309,0,0.0838,114.963,4,0.193,chill
6282,0.0734,0.964,106154,0.658,0.0348,0,0.0706,-6.896,1,0.22,104.024,4,0.731,chill
6283,0.639,0.725,295636,0.449,0.812,2,0.193,-13.603,1,0.0337,127.981,4,0.732,chill
6284,0.107,0.626,392173,0.637,0.219,11,0.0979,-9.799,0,0.0372,147.892,4,0.839,chill
6285,0.721,0.786,223582,0.455,0.891,6,0.0858,-9.032,1,0.102,131.016,4,0.627,chill
6286,0.26,0.582,240742,0.494,0.864,1,0.104,-12.127,1,0.0421,84.077,4,0.616,chill
6287,0.00745,0.565,314181,0.689,0.777,6,0.0493,-12.278,0,0.0569,109.995,4,0.644,chill
6288,0.629,0.709,173147,0.462,0.752,8,0.2,-11.541,1,0.0369,95.367,4,0.895,chill
6289,0.333,0.364,533000,0.55,0.854,7,0.144,-13.737,1,0.0544,102.361,4,0.157,chill
6290,0.934,0.702,164437,0.326,0.633,9,0.105,-15.292,1,0.128,80.273,4,0.34,chill
6291,0.8,0.458,223200,0.139,0.603,9,0.0668,-16.231,0,0.0367,148.448,4,0.401,chill
6292,0.908,0.464,38707,0.196,0.0,5,0.325,-20.1,1,0.0389,113.864,4,0.75,chill
6293,0.013,0.702,290040,0.405,0.658,8,0.0929,-14.763,1,0.0576,120.798,4,0.935,chill
6294,0.665,0.812,286813,0.661,0.0365,0,0.0884,-5.675,0,0.0391,109.995,4,0.933,chill
6295,0.123,0.598,302160,0.683,0.118,11,0.0847,-8.007,0,0.0945,112.903,4,0.632,chill
6296,0.466,0.793,186173,0.42,0.946,4,0.0805,-10.521,0,0.103,121.062,4,0.438,chill
6297,0.00307,0.721,225000,0.782,0.0256,7,0.0628,-5.257,1,0.0423,148.988,4,0.62,chill
6298,0.743,0.377,260227,0.681,0.316,4,0.155,-10.613,0,0.0392,125.495,4,0.637,chill
6299,0.813,0.246,202573,0.273,0.929,10,0.147,-16.235,1,0.0334,100.99,4,0.261,chill
6300,0.0828,0.798,253333,0.841,0.858,5,0.124,-5.024,1,0.0736,107.997,4,0.758,chill
6301,0.000495,0.732,256680,0.892,0.117,2,0.146,-5.359,1,0.0395,99.996,4,0.13,chill
6302,0.213,0.745,224428,0.541,0.931,1,0.0796,-10.331,1,0.0398,97.997,4,0.895,chill
6303,0.449,0.769,227133,0.695,0.0,5,0.435,-7.787,0,0.305,92.929,4,0.623,chill
6304,0.466,0.832,150745,0.754,0.842,2,0.0933,-6.638,0,0.0376,109.888,4,0.904,chill
6305,0.0701,0.838,222171,0.69,0.0222,9,0.033,-9.379,0,0.14,77.936,4,0.776,chill
6306,0.0562,0.81,296533,0.628,0.479,10,0.167,-7.858,0,0.0377,97.979,4,0.862,chill
6307,0.93,0.674,124444,0.544,0.443,2,0.153,-8.619,0,0.045,108.007,4,0.0384,chill
6308,0.0493,0.763,289274,0.802,0.0029,11,0.137,-6.758,0,0.033,95.026,4,0.378,chill
6309,0.101,0.801,290705,0.446,0.445,1,0.109,-13.0,1,0.0359,114.483,4,0.702,chill
6310,0.177,0.667,199772,0.503,0.0408,5,0.114,-10.274,0,0.0304,119.934,4,0.933,chill
6311,0.0892,0.83,270080,0.788,0.0112,5,0.064,-4.511,0,0.0484,125.02,4,0.867,chill
6312,0.186,0.753,198689,0.645,0.0725,5,0.123,-6.738,0,0.0435,122.004,4,0.604,chill
6313,0.0943,0.69,259821,0.539,0.00274,11,0.089,-9.844,0,0.058,112.0,4,0.611,chill
6314,0.0333,0.732,187897,0.691,0.231,11,0.0966,-9.085,0,0.198,167.951,4,0.672,chill
6315,0.00724,0.638,184293,0.727,0.971,9,0.0956,-4.678,0,0.028,92.995,4,0.68,chill
6316,0.693,0.799,247619,0.778,0.0101,1,0.118,-7.852,0,0.105,125.996,4,0.806,chill
6317,0.0223,0.81,244002,0.648,0.175,6,0.109,-6.267,0,0.0528,124.029,4,0.388,chill
6318,0.156,0.768,227500,0.25,0.886,9,0.343,-19.798,0,0.0669,115.998,4,0.342,chill
6319,0.968,0.417,202173,0.275,0.854,8,0.174,-22.582,0,0.042,145.066,4,0.0741,chill
6320,0.135,0.505,255845,0.607,0.876,11,0.175,-8.886,0,0.03,154.269,4,0.767,chill
6321,0.266,0.704,221138,0.462,0.00345,1,0.246,-11.012,0,0.0324,91.98,4,0.439,chill
6322,0.263,0.67,124286,0.613,0.751,11,0.124,-9.331,1,0.0313,111.992,4,0.0951,chill
6323,0.147,0.771,263280,0.492,0.638,0,0.1,-8.568,1,0.0532,85.987,4,0.601,chill
6324,0.134,0.741,126810,0.528,0.88,7,0.0835,-11.006,1,0.0463,90.987,4,0.461,chill
6325,0.852,0.775,148014,0.522,0.00286,9,0.424,-10.091,1,0.0773,127.797,4,0.364,chill
6326,0.0814,0.626,258969,0.465,0.000857,11,0.127,-9.227,0,0.0871,87.989,4,0.467,chill
6327,0.0399,0.767,238183,0.547,0.485,7,0.0949,-11.458,0,0.0474,103.03,4,0.66,chill
6328,0.621,0.674,317560,0.486,0.584,7,0.306,-10.921,1,0.0299,104.298,3,0.615,chill
6329,0.404,0.653,151943,0.561,0.291,8,0.553,-5.713,0,0.1,89.947,4,0.285,chill
6330,0.518,0.777,158242,0.758,0.896,4,0.0966,-8.239,0,0.0474,91.006,4,0.328,chill
6331,0.613,0.788,169388,0.49,0.641,5,0.124,-11.878,0,0.0797,138.453,4,0.655,chill
6332,0.0544,0.692,233000,0.661,0.657,10,0.113,-7.157,1,0.0606,117.472,4,0.698,chill
6333,0.0311,0.719,413560,0.805,0.236,7,0.0645,-9.966,0,0.0452,108.954,4,0.558,chill
6334,0.00187,0.825,268074,0.36,0.842,1,0.141,-13.964,1,0.0938,89.997,4,0.851,chill
6335,0.0134,0.834,203160,0.526,0.0524,11,0.277,-6.191,0,0.0441,94.004,4,0.483,chill
6336,0.0515,0.739,148594,0.825,0.852,5,0.119,-6.304,1,0.0506,98.029,4,0.76,chill
6337,0.0611,0.844,299693,0.533,0.746,1,0.09,-7.107,1,0.0644,92.004,4,0.619,chill
6338,0.0199,0.598,83721,0.424,0.816,1,0.0748,-12.406,1,0.0734,171.44,4,0.311,chill
6339,0.0167,0.809,138261,0.394,0.866,8,0.245,-7.341,0,0.12,92.01,4,0.223,chill
6340,0.981,0.371,187733,0.278,0.0,7,0.272,-8.596,0,0.0303,82.331,4,0.338,chill
6341,0.866,0.579,204400,0.0766,0.00411,0,0.091,-12.544,1,0.0582,70.354,4,0.271,chill
6342,0.357,0.781,194000,0.7,0.0792,5,0.12,-9.454,0,0.0681,96.979,4,0.661,chill
6343,0.544,0.9,111429,0.703,0.0817,0,0.263,-5.615,1,0.117,111.976,4,0.81,chill
6344,0.748,0.651,177773,0.695,0.0,5,0.145,-5.823,0,0.0528,140.146,4,0.759,chill
6345,0.146,0.897,218000,0.666,0.00508,11,0.0953,-7.324,0,0.0644,113.014,4,0.537,chill
6346,0.323,0.771,303586,0.29,0.0316,10,0.0645,-13.413,0,0.0341,118.003,4,0.192,chill
6347,0.981,0.694,205240,0.155,0.376,0,0.116,-15.179,0,0.0804,122.149,4,0.603,chill
6348,0.111,0.76,342293,0.68,0.903,2,0.0855,-7.266,1,0.173,126.028,4,0.202,chill
6349,0.182,0.425,321627,0.628,0.814,5,0.223,-10.351,1,0.0327,127.005,5,0.671,chill
6350,0.402,0.679,306800,0.374,2.49e-05,11,0.0541,-10.565,0,0.0482,80.86,4,0.871,chill
6351,0.417,0.538,165790,0.969,0.00154,11,0.119,-5.626,0,0.0906,138.652,4,0.928,chill
6352,0.0735,0.588,211165,0.855,0.815,9,0.128,-6.153,1,0.0372,141.941,4,0.717,chill
6353,0.0126,0.675,329280,0.92,0.117,0,0.329,-7.153,0,0.0539,132.001,4,0.842,chill
6354,0.901,0.342,220248,0.449,0.478,10,0.1,-9.767,0,0.0322,83.826,4,0.165,chill
6355,0.00781,0.727,341200,0.605,0.83,10,0.224,-8.303,0,0.0711,181.539,4,0.687,chill
6356,0.0059,0.392,262877,0.596,0.194,4,0.246,-6.052,1,0.0257,73.344,4,0.421,chill
6357,0.00574,0.579,391376,0.508,0.000494,2,0.0575,-9.484,1,0.027,147.125,4,0.609,chill
6358,0.302,0.91,171696,0.37,0.00143,1,0.067,-10.731,0,0.0413,112.033,4,0.962,chill
6359,0.446,0.559,192827,0.473,0.00141,5,0.154,-7.712,1,0.0279,121.227,4,0.397,chill
6360,0.00477,0.509,92898,0.674,0.603,11,0.503,-8.774,1,0.0832,91.376,4,0.893,chill
6361,0.0279,0.369,381920,0.781,0.131,4,0.383,-8.432,1,0.0352,81.344,4,0.139,chill
6362,0.62,0.564,300389,0.532,0.000108,0,0.17,-12.882,1,0.0488,125.128,4,0.18,chill
6363,0.981,0.284,156244,0.107,0.945,11,0.122,-18.396,1,0.0312,84.844,3,0.158,chill
6364,0.0972,0.829,130319,0.601,0.938,1,0.158,-6.455,1,0.289,93.956,4,0.71,chill
6365,0.00765,0.631,227647,0.481,0.849,10,0.13,-6.566,0,0.0269,85.048,4,0.254,chill
6366,0.0147,0.462,241290,0.764,0.000883,1,0.323,-9.417,1,0.0284,116.403,4,0.697,chill
6367,0.985,0.572,194253,0.127,0.912,7,0.241,-18.973,1,0.0474,93.928,3,0.203,chill
6368,0.0851,0.801,206707,0.836,0.0889,1,0.354,-7.184,1,0.105,97.752,4,0.749,chill
6369,0.262,0.691,236815,0.896,0.000474,1,0.277,-4.929,1,0.0966,103.959,4,0.648,chill
6370,0.478,0.678,153751,0.638,0.932,11,0.107,-10.923,1,0.0705,89.003,4,0.7,chill
6371,0.0151,0.744,266106,0.784,0.818,8,0.0768,-11.204,1,0.0442,110.988,4,0.901,chill
6372,0.805,0.632,164250,0.403,0.925,1,0.129,-10.326,0,0.0342,127.985,4,0.103,chill
6373,0.195,0.565,149333,0.848,0.194,2,0.148,-5.811,0,0.0286,90.051,4,0.498,chill
6374,0.33,0.691,135215,0.572,0.936,5,0.109,-7.503,1,0.0339,93.007,4,0.801,chill
6375,0.545,0.457,323067,0.219,0.00098,8,0.0681,-15.325,0,0.0385,168.55,5,0.62,chill
6376,0.968,0.691,169733,0.1,0.000326,10,0.322,-14.168,1,0.043,85.645,4,0.519,chill
6377,0.706,0.663,354533,0.264,0.0,0,0.1,-14.571,1,0.0914,122.482,4,0.657,chill
6378,0.913,0.443,185160,0.104,0.0,0,0.191,-17.042,1,0.101,76.474,4,0.394,chill
6379,0.955,0.317,201067,0.146,0.212,3,0.179,-11.529,1,0.0292,78.347,3,0.0835,chill
6380,0.836,0.525,195533,0.222,0.0799,10,0.051,-11.065,0,0.0373,156.364,4,0.645,chill
6381,0.991,0.461,200600,0.00861,0.146,9,0.104,-28.227,0,0.0345,79.975,4,0.103,chill
6382,0.726,0.271,139227,0.165,1.54e-06,5,0.118,-20.652,1,0.0351,77.082,4,0.202,chill
6383,0.779,0.722,181493,0.0811,0.0,0,0.509,-14.113,1,0.0631,88.044,4,0.36,chill
6384,0.89,0.49,264693,0.302,0.000357,3,0.884,-12.54,1,0.0475,85.769,4,0.545,chill
6385,0.0149,0.453,211097,0.764,0.0,6,0.355,-6.54,1,0.0301,101.776,4,0.594,chill
6386,9.33e-06,0.381,221974,0.718,0.0,9,0.103,-5.561,1,0.035,120.874,4,0.69,chill
6387,0.0228,0.489,342000,0.741,0.89,9,0.686,-11.28,0,0.0388,120.0,4,0.273,chill
6388,0.254,0.544,231978,0.746,0.809,5,0.236,-11.418,0,0.032,86.01,4,0.788,chill
6389,0.37,0.478,277500,0.773,0.566,1,0.134,-5.696,0,0.0384,108.731,4,0.373,chill
6390,0.859,0.71,240407,0.416,0.0196,3,0.261,-12.381,0,0.0502,144.041,4,0.671,chill
6391,0.898,0.608,269638,0.411,0.912,3,0.154,-10.07,1,0.0344,149.979,4,0.104,chill
6392,0.925,0.559,213000,0.243,0.935,1,0.108,-12.453,1,0.0326,69.941,4,0.162,chill
6393,0.456,0.791,268861,0.729,0.295,3,0.0957,-6.234,0,0.0646,102.023,4,0.0782,chill
6394,0.562,0.838,259200,0.432,0.363,6,0.0987,-14.398,1,0.228,99.978,4,0.127,chill
6395,0.957,0.761,238835,0.359,0.000143,7,0.147,-12.326,1,0.0703,103.069,4,0.505,chill
6396,0.245,0.544,152381,0.659,0.867,1,0.47,-9.302,0,0.036,125.797,4,0.749,chill
6397,0.441,0.542,216216,0.496,0.862,7,0.386,-12.221,1,0.0363,110.975,4,0.334,chill
6398,0.172,0.276,264276,0.477,0.666,10,0.111,-8.938,0,0.0286,136.932,4,0.0848,chill
6399,0.000773,0.564,206980,0.801,0.785,2,0.0778,-5.241,1,0.0267,134.26,4,0.406,chill
6400,0.566,0.441,179974,0.689,0.621,2,0.254,-8.305,1,0.0309,122.024,4,0.295,chill
6401,0.294,0.185,436734,0.867,0.603,3,0.0952,-4.394,1,0.0412,153.467,4,0.189,chill
6402,0.0408,0.34,320328,0.546,0.0188,2,0.0867,-7.526,1,0.0302,127.957,3,0.1,chill
6403,0.0749,0.584,289373,0.801,0.715,2,0.105,-7.286,1,0.0267,127.005,4,0.453,chill
6404,0.398,0.641,101715,0.166,0.122,7,0.103,-9.416,1,0.0361,105.05,4,0.186,chill
6405,0.683,0.576,289913,0.369,0.000226,8,0.0968,-10.484,1,0.0294,112.009,4,0.156,chill
6406,0.108,0.491,220788,0.804,0.204,6,0.103,-7.587,1,0.0295,160.015,4,0.153,chill
6407,0.0196,0.242,418383,0.745,0.84,6,0.696,-9.073,1,0.0407,167.827,4,0.276,chill
6408,0.183,0.555,311494,0.697,0.577,4,0.13,-7.771,1,0.0417,162.019,4,0.429,chill
6409,0.00564,0.607,368723,0.933,0.292,1,0.115,-5.135,1,0.0548,111.006,4,0.489,chill
6410,0.912,0.439,153750,0.279,0.0298,10,0.0996,-17.616,1,0.0676,74.043,4,0.24,chill
6411,0.0107,0.817,163500,0.386,0.000118,1,0.1,-10.633,0,0.0326,109.969,4,0.695,chill
6412,0.239,0.807,60000,0.56,0.664,2,0.111,-9.404,1,0.0529,143.941,4,0.674,chill
6413,0.0517,0.792,206222,0.569,0.000443,8,0.114,-8.165,1,0.0584,135.012,4,0.139,chill
6414,0.0872,0.776,152750,0.746,0.187,6,0.281,-9.594,0,0.0354,140.005,4,0.642,chill
6415,0.339,0.687,203750,0.561,0.00787,11,0.063,-8.737,1,0.059,75.023,4,0.793,chill
6416,0.542,0.568,202524,0.359,0.882,6,0.122,-14.197,1,0.0681,127.913,4,0.379,chill
6417,0.188,0.784,157787,0.567,0.0265,3,0.121,-9.755,1,0.0346,145.994,4,0.61,chill
6418,0.618,0.762,179125,0.46,0.000244,10,0.0977,-10.362,1,0.0311,110.016,4,0.554,chill
6419,0.98,0.179,757973,0.0426,0.918,1,0.165,-23.509,1,0.0362,53.733,4,0.034,chill
6420,0.463,0.438,305573,0.576,0.000482,7,0.305,-6.064,1,0.0349,111.533,3,0.141,chill
6421,0.00833,0.513,313189,0.883,0.835,11,0.283,-3.798,0,0.0309,94.368,4,0.713,chill
6422,0.0203,0.764,226587,0.661,0.000179,5,0.179,-8.276,1,0.0526,92.018,4,0.479,chill
6423,0.002,0.527,207516,0.816,0.851,2,0.0992,-7.694,1,0.0319,118.392,4,0.661,chill
6424,0.15,0.568,175974,0.791,0.0893,9,0.313,-8.054,0,0.0293,127.015,4,0.828,chill
6425,0.105,0.441,172287,0.893,0.407,0,0.402,-7.082,1,0.0442,165.155,4,0.635,chill
6426,0.22,0.728,217282,0.668,0.25,4,0.0832,-9.183,1,0.0345,111.019,4,0.669,chill
6427,0.0641,0.529,185823,0.719,0.486,9,0.0914,-8.836,1,0.0278,112.924,4,0.542,chill
6428,0.164,0.538,194779,0.654,0.0184,1,0.11,-9.02,0,0.0288,116.34,4,0.818,chill
6429,0.0213,0.524,182484,0.926,0.175,7,0.255,-5.57,1,0.0299,121.209,4,0.889,chill
6430,0.0592,0.39,126317,0.91,0.00335,3,0.126,-8.998,1,0.0333,82.73,4,0.821,chill
6431,5.8e-05,0.414,286468,0.764,0.0777,2,0.0823,-7.371,1,0.0329,116.037,4,0.441,chill
6432,0.000414,0.477,165583,0.769,0.00735,2,0.308,-6.858,1,0.0312,110.996,4,0.706,chill
6433,0.167,0.679,185427,0.435,0.913,9,0.152,-8.97,0,0.0262,91.349,4,0.365,chill
6434,0.149,0.964,288400,0.791,0.0158,4,0.0424,-5.341,0,0.153,104.68,4,0.795,chill
6435,0.0483,0.772,175250,0.896,0.61,10,0.55,-3.647,0,0.27,115.053,4,0.829,chill
6436,0.237,0.663,197333,0.459,0.372,1,0.294,-10.654,1,0.193,90.118,4,0.339,chill
6437,0.0398,0.437,223119,0.392,0.886,5,0.417,-14.031,0,0.0549,179.939,4,0.378,chill
6438,0.129,0.688,228075,0.694,0.784,6,0.129,-13.72,1,0.058,79.995,4,0.814,chill
6439,0.738,0.642,289083,0.286,0.737,1,0.105,-19.865,1,0.0389,94.998,4,0.0869,chill
6440,0.00453,0.495,239894,0.894,0.000596,2,0.103,-4.814,0,0.0441,126.03,4,0.213,chill
6441,0.0182,0.525,154320,0.68,0.00182,1,0.0918,-7.576,1,0.0288,90.026,4,0.416,chill
6442,0.0641,0.595,204812,0.896,5.82e-05,10,0.0748,-2.951,1,0.047,118.001,4,0.567,chill
6443,0.0511,0.809,219067,0.735,0.0066,10,0.0771,-5.636,0,0.0764,113.03,4,0.418,chill
6444,0.0112,0.806,232472,0.594,0.000826,0,0.165,-7.061,1,0.0351,109.018,4,0.864,chill
6445,0.305,0.743,220302,0.589,2.63e-05,10,0.333,-8.961,0,0.0725,75.806,4,0.894,chill
6446,0.485,0.721,268235,0.992,0.788,10,0.173,-1.934,1,0.199,102.004,4,0.48,chill
6447,0.286,0.863,195423,0.625,0.89,0,0.0441,-5.325,1,0.053,113.985,4,0.681,chill
6448,0.0111,0.75,303707,0.896,0.637,10,0.28,-8.577,1,0.0623,124.991,4,0.515,chill
6449,0.000119,0.626,304324,0.72,0.843,10,0.109,-10.153,0,0.0367,110.986,4,0.596,chill
6450,0.00189,0.797,391848,0.956,0.89,1,0.0645,-6.389,1,0.0829,128.049,4,0.534,chill
6451,0.527,0.782,338268,0.471,0.851,8,0.115,-14.0,1,0.0381,126.992,4,0.701,chill
6452,0.0148,0.781,263213,0.814,0.838,11,0.128,-8.164,0,0.0916,119.993,4,0.736,chill
6453,0.137,0.728,170667,0.661,0.867,0,0.189,-6.659,1,0.0478,90.236,4,0.539,chill
6454,0.2,0.9,236800,0.62,0.00156,4,0.0647,-6.518,0,0.312,94.121,4,0.867,chill
6455,0.349,0.592,232320,0.834,0.0124,9,0.188,-5.264,0,0.0485,153.9,4,0.498,chill
6456,0.206,0.667,136856,0.56,0.942,3,0.0879,-12.149,0,0.0458,99.984,4,0.119,chill
6457,0.16,0.562,136673,0.589,0.969,8,0.241,-9.447,1,0.0689,76.584,4,0.759,chill
6458,0.22,0.739,160754,0.501,0.862,9,0.132,-8.004,1,0.0408,133.62,4,0.469,chill
6459,0.739,0.807,105613,0.229,0.901,10,0.0663,-12.842,1,0.0647,139.967,4,0.348,chill
6460,0.707,0.808,207336,0.403,0.929,0,0.193,-13.878,0,0.04,131.952,4,0.513,chill
6461,0.0854,0.722,186070,0.386,0.943,11,0.0973,-7.658,0,0.0541,160.003,4,0.385,chill
6462,0.133,0.76,107717,0.351,0.255,9,0.409,-11.506,0,0.14,127.07,4,0.366,chill
6463,0.248,0.848,213893,0.513,0.559,1,0.302,-6.848,1,0.132,89.027,4,0.788,chill
6464,0.221,0.688,279200,0.51,0.812,6,0.0919,-7.236,0,0.0372,87.969,4,0.686,chill
6465,0.136,0.634,212093,0.88,0.0,7,0.111,-3.889,1,0.182,86.158,4,0.301,chill
6466,0.00687,0.721,273253,0.734,0.0505,2,0.0709,-4.784,0,0.0292,96.026,4,0.957,chill
6467,0.772,0.692,190112,0.448,0.87,0,0.347,-13.417,1,0.0286,102.013,4,0.533,chill
6468,0.766,0.561,213786,0.895,0.67,2,0.124,-4.903,1,0.0529,86.808,4,0.634,chill
6469,0.217,0.687,281027,0.695,0.00806,7,0.0569,-8.95,1,0.032,133.134,4,0.884,chill
6470,0.218,0.643,156000,0.547,0.0491,11,0.124,-11.955,1,0.0375,110.59,4,0.803,chill
6471,0.926,0.475,215333,0.336,0.927,9,0.0732,-10.475,0,0.0272,80.076,4,0.0988,chill
6472,0.0583,0.458,306301,0.423,0.0546,6,0.171,-10.305,0,0.0307,120.317,4,0.373,chill
6473,0.0221,0.35,241488,0.646,0.517,1,0.206,-9.218,0,0.0433,121.633,4,0.581,chill
6474,2.43e-05,0.46,155667,0.794,2.77e-05,6,0.103,-10.112,1,0.0311,113.596,4,0.848,chill
6475,0.621,0.618,128546,0.452,0.374,4,0.122,-11.431,1,0.0296,120.465,3,0.526,chill
6476,6.92e-05,0.32,239258,0.353,0.00305,4,0.142,-13.075,1,0.0397,124.068,4,0.554,chill
6477,0.051,0.522,138205,0.663,0.00175,7,0.119,-8.407,0,0.034,118.198,4,0.661,chill
6478,0.0458,0.258,195394,0.693,0.665,9,0.232,-8.923,1,0.0275,99.889,4,0.669,chill
6479,4.58e-06,0.263,181838,0.637,0.00279,9,0.774,-8.963,0,0.0378,159.589,4,0.746,chill
6480,0.00849,0.538,192819,0.746,0.35,4,0.216,-8.053,1,0.0306,114.867,4,0.885,chill
6481,4.26e-05,0.111,162725,0.857,0.68,11,0.536,-8.422,0,0.0386,170.163,4,0.82,chill
6482,6.73e-05,0.259,228484,0.948,0.000976,0,0.11,-9.291,1,0.0521,157.21,4,0.645,chill
6483,0.000424,0.19,188336,0.925,0.748,7,0.346,-5.159,1,0.0775,169.062,4,0.269,chill
6484,0.000267,0.343,174003,0.884,0.0211,7,0.122,-6.395,1,0.0384,161.608,4,0.87,chill
6485,0.026,0.353,232450,0.811,0.851,11,0.0939,-4.778,0,0.0359,200.789,4,0.191,chill
6486,0.00355,0.633,230278,0.839,0.0165,9,0.316,-6.076,1,0.0321,126.387,4,0.914,chill
6487,0.226,0.757,204521,0.425,2.2e-05,0,0.21,-13.619,0,0.0364,109.532,4,0.854,chill
6488,0.202,0.753,329387,0.846,0.037,1,0.0898,-10.234,1,0.0601,118.182,4,0.689,chill
6489,0.124,0.714,266693,0.871,0.651,2,0.0666,-11.733,1,0.041,114.944,4,0.735,chill
6490,0.346,0.673,292667,0.667,0.784,0,0.103,-10.935,1,0.035,98.05,4,0.603,chill
6491,0.00281,0.673,300907,0.594,0.582,0,0.116,-10.312,1,0.0418,115.992,4,0.177,chill
6492,0.388,0.307,266960,0.433,9.08e-05,1,0.332,-10.057,1,0.029,160.9,4,0.224,chill
6493,0.117,0.411,515960,0.845,0.0146,4,0.0763,-6.821,0,0.0835,132.876,4,0.391,chill
6494,0.144,0.632,197933,0.807,0.0211,0,0.125,-5.893,1,0.126,160.174,4,0.784,chill
6495,0.0324,0.649,162627,0.883,0.0185,7,0.0658,-5.058,1,0.0306,135.141,4,0.779,chill
6496,0.278,0.346,233373,0.511,0.0456,4,0.122,-10.022,0,0.044,134.927,3,0.212,chill
6497,0.755,0.58,400467,0.472,0.888,7,0.35,-16.363,1,0.0619,74.067,4,0.558,chill
6498,0.581,0.684,332893,0.538,0.857,4,0.0883,-10.551,0,0.0421,149.113,4,0.366,chill
6499,0.00606,0.734,541827,0.64,0.37,5,0.0602,-8.471,0,0.0661,103.812,4,0.868,chill
6500,0.355,0.707,286947,0.873,0.897,5,0.151,-8.546,1,0.0667,94.118,4,0.772,chill
6501,0.261,0.376,224991,0.355,0.947,8,0.428,-9.751,1,0.0317,119.7,4,0.311,chill
6502,0.0151,0.639,256491,0.73,0.755,5,0.191,-9.57,0,0.0332,115.339,4,0.692,chill
6503,0.0653,0.565,341520,0.61,0.219,7,0.0778,-8.689,1,0.0266,145.111,4,0.542,chill
6504,0.265,0.626,276507,0.455,0.895,1,0.0653,-13.305,1,0.0319,91.025,4,0.724,chill
6505,0.354,0.663,440093,0.566,0.859,2,0.106,-9.834,1,0.0321,116.003,4,0.233,chill
6506,0.162,0.612,308573,0.871,0.51,7,0.617,-4.478,0,0.0334,111.888,4,0.877,chill
6507,0.358,0.633,325093,0.673,0.00724,2,0.0744,-6.586,1,0.0356,95.021,4,0.251,chill
6508,0.278,0.817,281760,0.446,0.00919,0,0.0749,-14.57,0,0.0333,121.24,4,0.955,chill
6509,0.846,0.34,263093,0.115,0.699,2,0.271,-18.103,1,0.0286,93.773,4,0.0961,chill
6510,0.0773,0.701,408467,0.513,0.881,7,0.113,-14.369,0,0.034,90.883,4,0.74,chill
6511,0.3,0.628,254747,0.762,0.845,10,0.126,-8.128,0,0.0291,95.054,4,0.586,chill
6512,0.824,0.68,293533,0.416,0.864,3,0.0787,-8.282,0,0.032,115.963,4,0.481,chill
6513,0.527,0.605,335427,0.488,0.713,2,0.0731,-13.19,1,0.0406,89.443,4,0.732,chill
6514,0.138,0.591,399133,0.411,0.731,5,0.0823,-16.517,0,0.0383,89.248,4,0.439,chill
6515,0.174,0.723,308640,0.432,0.000202,0,0.102,-16.46,0,0.0345,137.75,4,0.746,chill
6516,0.681,0.702,245853,0.785,0.269,7,0.298,-5.373,0,0.0265,110.999,4,0.767,chill
6517,0.658,0.744,352773,0.57,0.869,7,0.11,-11.233,0,0.0293,119.966,4,0.914,chill
6518,0.211,0.768,284293,0.483,5.16e-06,5,0.0365,-8.064,0,0.0474,102.018,4,0.515,chill
6519,0.833,0.522,307973,0.166,0.74,7,0.169,-18.425,0,0.0313,151.956,4,0.334,chill
6520,0.688,0.693,282507,0.446,0.866,2,0.104,-11.045,1,0.0476,94.012,4,0.53,chill
6521,0.875,0.4,163533,0.257,0.894,9,0.123,-14.822,1,0.0305,130.919,4,0.363,chill
6522,0.556,0.844,267267,0.603,0.881,5,0.131,-8.527,0,0.0568,103.648,4,0.724,chill
6523,0.577,0.678,218373,0.447,0.001,5,0.0697,-15.329,1,0.0429,133.29,4,0.604,chill
6524,0.276,0.608,307600,0.721,0.704,0,0.0768,-7.28,1,0.0287,152.442,4,0.716,chill
6525,0.584,0.715,269653,0.384,0.00758,10,0.285,-16.362,1,0.0457,82.365,4,0.818,chill
6526,0.261,0.74,249680,0.5,0.137,7,0.0918,-7.88,1,0.0306,95.002,4,0.614,chill
6527,0.276,0.646,285907,0.357,0.00731,2,0.0652,-17.353,1,0.0253,98.537,4,0.508,chill
6528,0.627,0.547,215347,0.489,0.802,7,0.13,-11.236,1,0.0341,81.953,4,0.368,chill
6529,0.0401,0.534,305667,0.532,0.00905,9,0.152,-14.182,0,0.0273,98.677,4,0.767,chill
6530,0.398,0.754,258453,0.586,0.857,5,0.395,-8.674,0,0.0412,104.008,4,0.614,chill
6531,0.612,0.829,307333,0.416,0.00119,1,0.101,-10.123,1,0.0321,110.874,4,0.738,chill
6532,0.326,0.727,269816,0.659,0.563,0,0.0559,-7.734,1,0.029,105.035,4,0.841,chill
6533,0.508,0.68,281947,0.497,0.142,5,0.0924,-11.688,1,0.0314,96.321,4,0.58,chill
6534,0.0369,0.71,234400,0.876,0.808,6,0.128,-9.219,1,0.0346,102.799,4,0.623,chill
6535,0.116,0.598,273093,0.713,0.834,7,0.614,-8.974,1,0.0308,101.789,4,0.41,chill
6536,0.988,0.355,227400,0.211,0.899,9,0.128,-18.604,1,0.0423,79.219,4,0.133,chill
6537,0.871,0.659,304360,0.395,0.825,3,0.207,-13.325,0,0.0311,129.904,4,0.342,chill
