,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,mood
626,0.0278,0.655,196800,0.798,0.427,6,0.116,-9.038,1,0.116,100.009,4,0.326,happy
627,0.696,0.544,196433,0.529,9.25e-06,4,0.373,-9.529,0,0.0575,156.341,4,0.485,happy
628,0.0293,0.586,311213,0.804,0.644,0,0.0992,-9.57,1,0.0398,119.978,4,0.734,happy
629,0.742,0.649,303158,0.755,0.886,0,0.0981,-6.179,0,0.0656,94.946,4,0.328,happy
630,0.00546,0.821,340910,0.484,0.00504,5,0.234,-7.969,0,0.107,124.998,4,0.834,happy
631,0.0963,0.472,256797,0.728,0.000421,4,0.352,-9.299,0,0.0368,116.994,4,0.432,happy
632,0.699,0.808,155643,0.758,0.867,11,0.117,-9.815,0,0.0446,113.995,4,0.731,happy
633,0.766,0.536,164000,0.752,0.337,6,0.291,-7.993,0,0.11,163.941,4,0.757,happy
634,0.287,0.876,144354,0.479,0.876,0,0.0982,-6.299,1,0.133,83.015,4,0.595,happy
635,0.122,0.558,230740,0.531,0.66,2,0.145,-9.419,0,0.0486,140.952,4,0.414,happy
636,0.0796,0.763,235358,0.798,0.00728,0,0.119,-7.851,1,0.184,124.383,4,0.612,happy
637,0.473,0.899,147000,0.553,0.882,5,0.161,-8.638,0,0.0596,140.026,4,0.718,happy
638,0.061,0.854,257973,0.777,0.0173,4,0.196,-7.106,0,0.0329,117.569,4,0.5,happy
639,0.22,0.844,332821,0.558,0.0315,1,0.0693,-10.004,1,0.1,116.969,4,0.815,happy
640,0.433,0.548,385991,0.657,0.882,0,0.109,-9.788,1,0.0348,120.257,4,0.362,happy
641,0.454,0.677,95973,0.611,0.907,11,0.163,-9.9,0,0.0331,102.966,4,0.41,happy
642,0.96,0.504,207909,0.434,0.929,8,0.2,-11.532,0,0.219,73.723,1,0.157,happy
643,0.0595,0.77,310453,0.664,0.427,1,0.263,-12.148,1,0.092,97.731,4,0.902,happy
644,0.0263,0.808,254160,0.894,0.137,9,0.257,-5.13,0,0.0333,123.286,4,0.974,happy
645,0.0667,0.957,387227,0.362,0.655,9,0.412,-10.776,0,0.15,119.011,4,0.793,happy
646,0.768,0.387,442000,0.515,0.4,4,0.13,-5.971,0,0.0317,75.842,4,0.366,happy
647,0.792,0.267,217547,0.468,0.85,11,0.0927,-11.879,1,0.0366,78.59,4,0.428,happy
648,0.974,0.704,218720,0.0779,0.909,4,0.0958,-18.562,1,0.0692,137.727,4,0.369,happy
649,0.216,0.558,164546,0.749,0.00138,2,0.124,-7.483,0,0.361,175.903,4,0.791,happy
650,0.13,0.763,127179,0.668,0.658,10,0.256,-9.11,0,0.122,86.999,4,0.497,happy
651,0.642,0.652,152000,0.701,0.859,5,0.132,-8.907,1,0.0529,160.06,4,0.404,happy
652,0.835,0.589,287360,0.461,0.765,2,0.125,-12.676,1,0.0345,77.221,4,0.497,happy
653,0.842,0.0,147000,0.405,0.00114,0,0.198,-9.935,1,0.0,0.0,0,0.0,happy
654,0.72,0.709,312707,0.524,0.782,10,0.132,-10.672,1,0.0377,134.823,4,0.533,happy
655,0.238,0.852,223146,0.299,0.0315,2,0.113,-9.073,0,0.17,140.032,4,0.519,happy
656,0.00563,0.704,181389,0.913,0.891,6,0.0731,-7.495,0,0.0363,90.026,4,0.662,happy
657,0.321,0.658,123871,0.671,0.929,8,0.428,-8.959,0,0.0398,93.018,4,0.786,happy
658,0.0496,0.666,293836,0.648,0.215,2,0.261,-9.227,1,0.0582,98.996,4,0.53,happy
659,0.0203,0.349,264631,0.645,0.926,2,0.138,-8.259,1,0.0336,104.134,4,0.468,happy
660,0.567,0.586,263629,0.724,7.98e-06,0,0.105,-6.102,1,0.265,85.08,4,0.504,happy
661,0.177,0.721,192226,0.771,0.332,1,0.12,-6.001,1,0.0381,114.993,4,0.189,happy
662,0.45,0.762,259360,0.522,0.925,8,0.131,-12.716,1,0.0334,100.024,4,0.227,happy
663,0.386,0.762,282062,0.554,0.272,7,0.12,-7.725,0,0.0553,97.026,4,0.39,happy
664,0.231,0.69,147250,0.791,0.0211,4,0.684,-7.078,0,0.0593,119.985,4,0.576,happy
665,0.235,0.771,93659,0.38,0.896,10,0.113,-10.755,0,0.0413,164.016,4,0.917,happy
666,0.0366,0.695,182040,0.876,0.0896,5,0.954,-5.994,0,0.042,130.037,4,0.863,happy
667,0.0609,0.549,269027,0.652,0.964,4,0.224,-14.167,0,0.0352,128.475,4,0.702,happy
668,0.0366,0.736,294600,0.808,0.000935,0,0.11,-6.015,1,0.157,123.95,4,0.436,happy
669,0.419,0.79,236672,0.574,0.844,1,0.0904,-10.542,1,0.0486,110.0,4,0.356,happy
670,0.0617,0.773,200827,0.728,0.0,9,0.281,-5.364,1,0.373,205.66,4,0.642,happy
671,0.743,0.669,239621,0.485,0.789,10,0.102,-15.524,0,0.0438,115.001,4,0.56,happy
672,0.00125,0.63,428048,0.597,0.771,7,0.112,-9.92,0,0.0493,110.284,4,0.949,happy
673,0.0342,0.8,431196,0.746,0.864,5,0.172,-7.287,0,0.0407,117.996,3,0.838,happy
674,0.565,0.725,162102,0.521,0.275,9,0.178,-10.248,0,0.136,114.038,4,0.403,happy
675,0.719,0.584,116442,0.686,0.883,0,0.203,-8.006,1,0.0683,153.954,4,0.712,happy
676,0.0341,0.635,218407,0.76,0.942,3,0.32,-8.012,1,0.0326,173.954,4,0.916,happy
677,0.102,0.85,225742,0.555,0.137,7,0.101,-9.903,0,0.37,127.912,4,0.465,happy
678,0.041,0.703,141805,0.368,0.944,1,0.115,-7.188,1,0.0559,87.98,4,0.66,happy
679,0.0453,0.66,170903,0.808,0.814,2,0.348,-6.233,1,0.0576,157.049,4,0.961,happy
680,0.0767,0.801,240000,0.522,0.897,0,0.193,-9.546,0,0.0516,108.023,4,0.805,happy
681,0.227,0.402,266820,0.721,2.41e-05,9,0.289,-6.481,0,0.0881,141.186,4,0.532,happy
682,0.0635,0.724,294211,0.681,0.938,9,0.329,-10.32,0,0.0378,119.012,4,0.439,happy
683,0.982,0.532,224360,0.222,0.911,9,0.108,-20.414,1,0.0292,137.727,4,0.671,happy
684,0.346,0.684,160840,0.557,0.911,9,0.128,-10.543,0,0.0335,113.937,4,0.655,happy
685,0.724,0.617,144000,0.418,0.776,1,0.111,-13.183,0,0.0741,90.015,4,0.507,happy
686,0.148,0.549,166667,0.374,0.77,10,0.126,-8.809,0,0.214,179.682,4,0.252,happy
687,0.00498,0.419,116277,0.817,0.0386,9,0.268,-7.678,1,0.0286,151.905,4,0.647,happy
688,0.599,0.567,300992,0.599,0.894,11,0.0926,-12.755,0,0.0373,120.983,4,0.276,happy
689,0.952,0.5,182413,0.237,0.0933,9,0.308,-12.255,0,0.0421,149.213,4,0.816,happy
690,0.253,0.656,150857,0.721,0.516,0,0.138,-9.985,1,0.122,105.009,4,0.724,happy
691,0.0453,0.811,103696,0.883,0.691,1,0.172,-6.519,1,0.122,90.013,4,0.716,happy
692,0.263,0.765,289565,0.464,0.101,0,0.129,-9.214,1,0.0485,92.047,4,0.748,happy
693,0.106,0.529,254640,0.675,0.463,3,0.157,-7.694,0,0.0371,93.988,4,0.64,happy
694,0.0125,0.453,336827,0.738,0.632,6,0.322,-6.865,1,0.0739,127.556,4,0.471,happy
695,0.821,0.515,237773,0.222,0.00193,0,0.19,-16.918,0,0.0575,98.358,4,0.35,happy
696,0.234,0.806,315398,0.842,0.865,10,0.032,-11.053,0,0.0695,121.993,4,0.786,happy
697,0.473,0.65,217118,0.573,0.742,10,0.093,-10.858,1,0.0498,173.972,4,0.964,happy
698,0.163,0.654,202254,0.94,0.0766,9,0.324,-6.024,1,0.0633,118.001,4,0.787,happy
699,0.908,0.0843,244827,0.359,0.696,0,0.145,-11.539,1,0.0358,78.159,4,0.0786,happy
700,0.27,0.311,142333,0.455,0.919,0,0.47,-10.15,1,0.0311,186.162,3,0.845,happy
701,0.0279,0.286,130667,0.472,0.0151,0,0.211,-12.264,1,0.0297,154.019,4,0.575,happy
702,0.914,0.267,212173,0.074,0.9,7,0.209,-20.313,1,0.0356,137.732,4,0.149,happy
703,0.168,0.673,154667,0.515,0.882,1,0.142,-9.174,0,0.0384,90.005,4,0.566,happy
704,0.622,0.555,321123,0.484,0.835,2,0.116,-15.617,1,0.0392,81.244,4,0.366,happy
705,0.994,0.468,205867,0.0127,0.937,7,0.094,-36.856,1,0.123,72.776,3,0.356,happy
706,0.0832,0.427,382768,0.847,0.879,7,0.0512,-6.89,1,0.116,76.705,4,0.547,happy
707,0.263,0.521,290566,0.793,0.78,3,0.104,-7.306,1,0.0707,94.977,4,0.166,happy
708,0.618,0.785,268743,0.603,0.00418,5,0.0963,-9.542,0,0.0678,101.011,4,0.348,happy
709,0.00781,0.827,385921,0.729,0.789,8,0.0893,-8.816,1,0.0488,124.997,4,0.486,happy
710,0.106,0.785,397431,0.545,0.826,1,0.32,-9.255,0,0.0547,119.02,4,0.423,happy
711,0.0829,0.768,368307,0.965,0.758,7,0.323,-11.73,1,0.0514,119.998,4,0.641,happy
712,0.000202,0.64,142564,0.738,0.694,10,0.0508,-8.832,0,0.0394,95.951,4,0.306,happy
713,0.261,0.835,254125,0.655,0.776,7,0.185,-9.309,0,0.0838,114.963,4,0.193,happy
714,0.0734,0.964,106154,0.658,0.0348,0,0.0706,-6.896,1,0.22,104.024,4,0.731,happy
715,0.639,0.725,295636,0.449,0.812,2,0.193,-13.603,1,0.0337,127.981,4,0.732,happy
716,0.107,0.626,392173,0.637,0.219,11,0.0979,-9.799,0,0.0372,147.892,4,0.839,happy
717,0.721,0.786,223582,0.455,0.891,6,0.0858,-9.032,1,0.102,131.016,4,0.627,happy
718,0.26,0.582,240742,0.494,0.864,1,0.104,-12.127,1,0.0421,84.077,4,0.616,happy
719,0.00745,0.565,314181,0.689,0.777,6,0.0493,-12.278,0,0.0569,109.995,4,0.644,happy
720,0.629,0.709,173147,0.462,0.752,8,0.2,-11.541,1,0.0369,95.367,4,0.895,happy
721,0.333,0.364,533000,0.55,0.854,7,0.144,-13.737,1,0.0544,102.361,4,0.157,happy
722,0.934,0.702,164437,0.326,0.633,9,0.105,-15.292,1,0.128,80.273,4,0.34,happy
723,0.8,0.458,223200,0.139,0.603,9,0.0668,-16.231,0,0.0367,148.448,4,0.401,happy
724,0.908,0.464,38707,0.196,0.0,5,0.325,-20.1,1,0.0389,113.864,4,0.75,happy
725,0.013,0.702,290040,0.405,0.658,8,0.0929,-14.763,1,0.0576,120.798,4,0.935,happy
726,0.665,0.812,286813,0.661,0.0365,0,0.0884,-5.675,0,0.0391,109.995,4,0.933,happy
727,0.123,0.598,302160,0.683,0.118,11,0.0847,-8.007,0,0.0945,112.903,4,0.632,happy
728,0.466,0.793,186173,0.42,0.946,4,0.0805,-10.521,0,0.103,121.062,4,0.438,happy
729,0.00307,0.721,225000,0.782,0.0256,7,0.0628,-5.257,1,0.0423,148.988,4,0.62,happy
730,0.743,0.377,260227,0.681,0.316,4,0.155,-10.613,0,0.0392,125.495,4,0.637,happy
731,0.813,0.246,202573,0.273,0.929,10,0.147,-16.235,1,0.0334,100.99,4,0.261,happy
732,0.0828,0.798,253333,0.841,0.858,5,0.124,-5.024,1,0.0736,107.997,4,0.758,happy
733,0.000495,0.732,256680,0.892,0.117,2,0.146,-5.359,1,0.0395,99.996,4,0.13,happy
734,0.213,0.745,224428,0.541,0.931,1,0.0796,-10.331,1,0.0398,97.997,4,0.895,happy
735,0.449,0.769,227133,0.695,0.0,5,0.435,-7.787,0,0.305,92.929,4,0.623,happy
736,0.466,0.832,150745,0.754,0.842,2,0.0933,-6.638,0,0.0376,109.888,4,0.904,happy
737,0.0701,0.838,222171,0.69,0.0222,9,0.033,-9.379,0,0.14,77.936,4,0.776,happy
738,0.0562,0.81,296533,0.628,0.479,10,0.167,-7.858,0,0.0377,97.979,4,0.862,happy
739,0.93,0.674,124444,0.544,0.443,2,0.153,-8.619,0,0.045,108.007,4,0.0384,happy
740,0.0493,0.763,289274,0.802,0.0029,11,0.137,-6.758,0,0.033,95.026,4,0.378,happy
741,0.101,0.801,290705,0.446,0.445,1,0.109,-13.0,1,0.0359,114.483,4,0.702,happy
742,0.177,0.667,199772,0.503,0.0408,5,0.114,-10.274,0,0.0304,119.934,4,0.933,happy
743,0.0892,0.83,270080,0.788,0.0112,5,0.064,-4.511,0,0.0484,125.02,4,0.867,happy
744,0.186,0.753,198689,0.645,0.0725,5,0.123,-6.738,0,0.0435,122.004,4,0.604,happy
745,0.0943,0.69,259821,0.539,0.00274,11,0.089,-9.844,0,0.058,112.0,4,0.611,happy
746,0.0333,0.732,187897,0.691,0.231,11,0.0966,-9.085,0,0.198,167.951,4,0.672,happy
747,0.00724,0.638,184293,0.727,0.971,9,0.0956,-4.678,0,0.028,92.995,4,0.68,happy
748,0.693,0.799,247619,0.778,0.0101,1,0.118,-7.852,0,0.105,125.996,4,0.806,happy
749,0.0223,0.81,244002,0.648,0.175,6,0.109,-6.267,0,0.0528,124.029,4,0.388,happy
750,0.156,0.768,227500,0.25,0.886,9,0.343,-19.798,0,0.0669,115.998,4,0.342,happy
751,0.968,0.417,202173,0.275,0.854,8,0.174,-22.582,0,0.042,145.066,4,0.0741,happy
752,0.135,0.505,255845,0.607,0.876,11,0.175,-8.886,0,0.03,154.269,4,0.767,happy
753,0.266,0.704,221138,0.462,0.00345,1,0.246,-11.012,0,0.0324,91.98,4,0.439,happy
754,0.263,0.67,124286,0.613,0.751,11,0.124,-9.331,1,0.0313,111.992,4,0.0951,happy
755,0.147,0.771,263280,0.492,0.638,0,0.1,-8.568,1,0.0532,85.987,4,0.601,happy
756,0.134,0.741,126810,0.528,0.88,7,0.0835,-11.006,1,0.0463,90.987,4,0.461,happy
757,0.852,0.775,148014,0.522,0.00286,9,0.424,-10.091,1,0.0773,127.797,4,0.364,happy
758,0.0814,0.626,258969,0.465,0.000857,11,0.127,-9.227,0,0.0871,87.989,4,0.467,happy
759,0.0399,0.767,238183,0.547,0.485,7,0.0949,-11.458,0,0.0474,103.03,4,0.66,happy
760,0.621,0.674,317560,0.486,0.584,7,0.306,-10.921,1,0.0299,104.298,3,0.615,happy
761,0.404,0.653,151943,0.561,0.291,8,0.553,-5.713,0,0.1,89.947,4,0.285,happy
762,0.518,0.777,158242,0.758,0.896,4,0.0966,-8.239,0,0.0474,91.006,4,0.328,happy
763,0.613,0.788,169388,0.49,0.641,5,0.124,-11.878,0,0.0797,138.453,4,0.655,happy
764,0.0544,0.692,233000,0.661,0.657,10,0.113,-7.157,1,0.0606,117.472,4,0.698,happy
765,0.0311,0.719,413560,0.805,0.236,7,0.0645,-9.966,0,0.0452,108.954,4,0.558,happy
766,0.00187,0.825,268074,0.36,0.842,1,0.141,-13.964,1,0.0938,89.997,4,0.851,happy
767,0.0134,0.834,203160,0.526,0.0524,11,0.277,-6.191,0,0.0441,94.004,4,0.483,happy
768,0.0515,0.739,148594,0.825,0.852,5,0.119,-6.304,1,0.0506,98.029,4,0.76,happy
769,0.0611,0.844,299693,0.533,0.746,1,0.09,-7.107,1,0.0644,92.004,4,0.619,happy
770,0.0199,0.598,83721,0.424,0.816,1,0.0748,-12.406,1,0.0734,171.44,4,0.311,happy
771,0.0167,0.809,138261,0.394,0.866,8,0.245,-7.341,0,0.12,92.01,4,0.223,happy
772,0.981,0.371,187733,0.278,0.0,7,0.272,-8.596,0,0.0303,82.331,4,0.338,happy
773,0.866,0.579,204400,0.0766,0.00411,0,0.091,-12.544,1,0.0582,70.354,4,0.271,happy
774,0.357,0.781,194000,0.7,0.0792,5,0.12,-9.454,0,0.0681,96.979,4,0.661,happy
775,0.544,0.9,111429,0.703,0.0817,0,0.263,-5.615,1,0.117,111.976,4,0.81,happy
776,0.748,0.651,177773,0.695,0.0,5,0.145,-5.823,0,0.0528,140.146,4,0.759,happy
777,0.146,0.897,218000,0.666,0.00508,11,0.0953,-7.324,0,0.0644,113.014,4,0.537,happy
778,0.323,0.771,303586,0.29,0.0316,10,0.0645,-13.413,0,0.0341,118.003,4,0.192,happy
779,0.981,0.694,205240,0.155,0.376,0,0.116,-15.179,0,0.0804,122.149,4,0.603,happy
780,0.111,0.76,342293,0.68,0.903,2,0.0855,-7.266,1,0.173,126.028,4,0.202,happy
781,0.182,0.425,321627,0.628,0.814,5,0.223,-10.351,1,0.0327,127.005,5,0.671,happy
782,0.402,0.679,306800,0.374,2.49e-05,11,0.0541,-10.565,0,0.0482,80.86,4,0.871,happy
783,0.417,0.538,165790,0.969,0.00154,11,0.119,-5.626,0,0.0906,138.652,4,0.928,happy
784,0.0735,0.588,211165,0.855,0.815,9,0.128,-6.153,1,0.0372,141.941,4,0.717,happy
785,0.0126,0.675,329280,0.92,0.117,0,0.329,-7.153,0,0.0539,132.001,4,0.842,happy
786,0.901,0.342,220248,0.449,0.478,10,0.1,-9.767,0,0.0322,83.826,4,0.165,happy
787,0.00781,0.727,341200,0.605,0.83,10,0.224,-8.303,0,0.0711,181.539,4,0.687,happy
788,0.0059,0.392,262877,0.596,0.194,4,0.246,-6.052,1,0.0257,73.344,4,0.421,happy
789,0.00574,0.579,391376,0.508,0.000494,2,0.0575,-9.484,1,0.027,147.125,4,0.609,happy
790,0.302,0.91,171696,0.37,0.00143,1,0.067,-10.731,0,0.0413,112.033,4,0.962,happy
791,0.446,0.559,192827,0.473,0.00141,5,0.154,-7.712,1,0.0279,121.227,4,0.397,happy
792,0.00477,0.509,92898,0.674,0.603,11,0.503,-8.774,1,0.0832,91.376,4,0.893,happy
793,0.0279,0.369,381920,0.781,0.131,4,0.383,-8.432,1,0.0352,81.344,4,0.139,happy
794,0.62,0.564,300389,0.532,0.000108,0,0.17,-12.882,1,0.0488,125.128,4,0.18,happy
795,0.981,0.284,156244,0.107,0.945,11,0.122,-18.396,1,0.0312,84.844,3,0.158,happy
796,0.0972,0.829,130319,0.601,0.938,1,0.158,-6.455,1,0.289,93.956,4,0.71,happy
797,0.00765,0.631,227647,0.481,0.849,10,0.13,-6.566,0,0.0269,85.048,4,0.254,happy
798,0.0147,0.462,241290,0.764,0.000883,1,0.323,-9.417,1,0.0284,116.403,4,0.697,happy
799,0.985,0.572,194253,0.127,0.912,7,0.241,-18.973,1,0.0474,93.928,3,0.203,happy
800,0.0851,0.801,206707,0.836,0.0889,1,0.354,-7.184,1,0.105,97.752,4,0.749,happy
801,0.262,0.691,236815,0.896,0.000474,1,0.277,-4.929,1,0.0966,103.959,4,0.648,happy
802,0.478,0.678,153751,0.638,0.932,11,0.107,-10.923,1,0.0705,89.003,4,0.7,happy
803,0.0151,0.744,266106,0.784,0.818,8,0.0768,-11.204,1,0.0442,110.988,4,0.901,happy
804,0.805,0.632,164250,0.403,0.925,1,0.129,-10.326,0,0.0342,127.985,4,0.103,happy
805,0.195,0.565,149333,0.848,0.194,2,0.148,-5.811,0,0.0286,90.051,4,0.498,happy
806,0.33,0.691,135215,0.572,0.936,5,0.109,-7.503,1,0.0339,93.007,4,0.801,happy
807,0.545,0.457,323067,0.219,0.00098,8,0.0681,-15.325,0,0.0385,168.55,5,0.62,happy
808,0.968,0.691,169733,0.1,0.000326,10,0.322,-14.168,1,0.043,85.645,4,0.519,happy
809,0.706,0.663,354533,0.264,0.0,0,0.1,-14.571,1,0.0914,122.482,4,0.657,happy
810,0.913,0.443,185160,0.104,0.0,0,0.191,-17.042,1,0.101,76.474,4,0.394,happy
811,0.955,0.317,201067,0.146,0.212,3,0.179,-11.529,1,0.0292,78.347,3,0.0835,happy
812,0.836,0.525,195533,0.222,0.0799,10,0.051,-11.065,0,0.0373,156.364,4,0.645,happy
813,0.991,0.461,200600,0.00861,0.146,9,0.104,-28.227,0,0.0345,79.975,4,0.103,happy
814,0.726,0.271,139227,0.165,1.54e-06,5,0.118,-20.652,1,0.0351,77.082,4,0.202,happy
815,0.779,0.722,181493,0.0811,0.0,0,0.509,-14.113,1,0.0631,88.044,4,0.36,happy
816,0.89,0.49,264693,0.302,0.000357,3,0.884,-12.54,1,0.0475,85.769,4,0.545,happy
817,0.0149,0.453,211097,0.764,0.0,6,0.355,-6.54,1,0.0301,101.776,4,0.594,happy
818,9.33e-06,0.381,221974,0.718,0.0,9,0.103,-5.561,1,0.035,120.874,4,0.69,happy
819,0.0228,0.489,342000,0.741,0.89,9,0.686,-11.28,0,0.0388,120.0,4,0.273,happy
820,0.254,0.544,231978,0.746,0.809,5,0.236,-11.418,0,0.032,86.01,4,0.788,happy
821,0.37,0.478,277500,0.773,0.566,1,0.134,-5.696,0,0.0384,108.731,4,0.373,happy
822,0.859,0.71,240407,0.416,0.0196,3,0.261,-12.381,0,0.0502,144.041,4,0.671,happy
823,0.898,0.608,269638,0.411,0.912,3,0.154,-10.07,1,0.0344,149.979,4,0.104,happy
824,0.925,0.559,213000,0.243,0.935,1,0.108,-12.453,1,0.0326,69.941,4,0.162,happy
825,0.456,0.791,268861,0.729,0.295,3,0.0957,-6.234,0,0.0646,102.023,4,0.0782,happy
826,0.562,0.838,259200,0.432,0.363,6,0.0987,-14.398,1,0.228,99.978,4,0.127,happy
827,0.957,0.761,238835,0.359,0.000143,7,0.147,-12.326,1,0.0703,103.069,4,0.505,happy
828,0.245,0.544,152381,0.659,0.867,1,0.47,-9.302,0,0.036,125.797,4,0.749,happy
829,0.441,0.542,216216,0.496,0.862,7,0.386,-12.221,1,0.0363,110.975,4,0.334,happy
830,0.172,0.276,264276,0.477,0.666,10,0.111,-8.938,0,0.0286,136.932,4,0.0848,happy
831,0.000773,0.564,206980,0.801,0.785,2,0.0778,-5.241,1,0.0267,134.26,4,0.406,happy
832,0.566,0.441,179974,0.689,0.621,2,0.254,-8.305,1,0.0309,122.024,4,0.295,happy
833,0.294,0.185,436734,0.867,0.603,3,0.0952,-4.394,1,0.0412,153.467,4,0.189,happy
834,0.0408,0.34,320328,0.546,0.0188,2,0.0867,-7.526,1,0.0302,127.957,3,0.1,happy
835,0.0749,0.584,289373,0.801,0.715,2,0.105,-7.286,1,0.0267,127.005,4,0.453,happy
836,0.398,0.641,101715,0.166,0.122,7,0.103,-9.416,1,0.0361,105.05,4,0.186,happy
837,0.683,0.576,289913,0.369,0.000226,8,0.0968,-10.484,1,0.0294,112.009,4,0.156,happy
838,0.108,0.491,220788,0.804,0.204,6,0.103,-7.587,1,0.0295,160.015,4,0.153,happy
839,0.0196,0.242,418383,0.745,0.84,6,0.696,-9.073,1,0.0407,167.827,4,0.276,happy
840,0.183,0.555,311494,0.697,0.577,4,0.13,-7.771,1,0.0417,162.019,4,0.429,happy
841,0.00564,0.607,368723,0.933,0.292,1,0.115,-5.135,1,0.0548,111.006,4,0.489,happy
842,0.912,0.439,153750,0.279,0.0298,10,0.0996,-17.616,1,0.0676,74.043,4,0.24,happy
843,0.0107,0.817,163500,0.386,0.000118,1,0.1,-10.633,0,0.0326,109.969,4,0.695,happy
844,0.239,0.807,60000,0.56,0.664,2,0.111,-9.404,1,0.0529,143.941,4,0.674,happy
845,0.0517,0.792,206222,0.569,0.000443,8,0.114,-8.165,1,0.0584,135.012,4,0.139,happy
846,0.0872,0.776,152750,0.746,0.187,6,0.281,-9.594,0,0.0354,140.005,4,0.642,happy
847,0.339,0.687,203750,0.561,0.00787,11,0.063,-8.737,1,0.059,75.023,4,0.793,happy
848,0.542,0.568,202524,0.359,0.882,6,0.122,-14.197,1,0.0681,127.913,4,0.379,happy
849,0.188,0.784,157787,0.567,0.0265,3,0.121,-9.755,1,0.0346,145.994,4,0.61,happy
850,0.618,0.762,179125,0.46,0.000244,10,0.0977,-10.362,1,0.0311,110.016,4,0.554,happy
851,0.98,0.179,757973,0.0426,0.918,1,0.165,-23.509,1,0.0362,53.733,4,0.034,happy
852,0.463,0.438,305573,0.576,0.000482,7,0.305,-6.064,1,0.0349,111.533,3,0.141,happy
853,0.00833,0.513,313189,0.883,0.835,11,0.283,-3.798,0,0.0309,94.368,4,0.713,happy
854,0.0203,0.764,226587,0.661,0.000179,5,0.179,-8.276,1,0.0526,92.018,4,0.479,happy
855,0.002,0.527,207516,0.816,0.851,2,0.0992,-7.694,1,0.0319,118.392,4,0.661,happy
856,0.15,0.568,175974,0.791,0.0893,9,0.313,-8.054,0,0.0293,127.015,4,0.828,happy
857,0.105,0.441,172287,0.893,0.407,0,0.402,-7.082,1,0.0442,165.155,4,0.635,happy
858,0.22,0.728,217282,0.668,0.25,4,0.0832,-9.183,1,0.0345,111.019,4,0.669,happy
859,0.0641,0.529,185823,0.719,0.486,9,0.0914,-8.836,1,0.0278,112.924,4,0.542,happy
860,0.164,0.538,194779,0.654,0.0184,1,0.11,-9.02,0,0.0288,116.34,4,0.818,happy
861,0.0213,0.524,182484,0.926,0.175,7,0.255,-5.57,1,0.0299,121.209,4,0.889,happy
862,0.0592,0.39,126317,0.91,0.00335,3,0.126,-8.998,1,0.0333,82.73,4,0.821,happy
863,5.8e-05,0.414,286468,0.764,0.0777,2,0.0823,-7.371,1,0.0329,116.037,4,0.441,happy
864,0.000414,0.477,165583,0.769,0.00735,2,0.308,-6.858,1,0.0312,110.996,4,0.706,happy
865,0.167,0.679,185427,0.435,0.913,9,0.152,-8.97,0,0.0262,91.349,4,0.365,happy
866,0.149,0.964,288400,0.791,0.0158,4,0.0424,-5.341,0,0.153,104.68,4,0.795,happy
867,0.0483,0.772,175250,0.896,0.61,10,0.55,-3.647,0,0.27,115.053,4,0.829,happy
868,0.237,0.663,197333,0.459,0.372,1,0.294,-10.654,1,0.193,90.118,4,0.339,happy
869,0.0398,0.437,223119,0.392,0.886,5,0.417,-14.031,0,0.0549,179.939,4,0.378,happy
870,0.129,0.688,228075,0.694,0.784,6,0.129,-13.72,1,0.058,79.995,4,0.814,happy
871,0.738,0.642,289083,0.286,0.737,1,0.105,-19.865,1,0.0389,94.998,4,0.0869,happy
872,0.00453,0.495,239894,0.894,0.000596,2,0.103,-4.814,0,0.0441,126.03,4,0.213,happy
873,0.0182,0.525,154320,0.68,0.00182,1,0.0918,-7.576,1,0.0288,90.026,4,0.416,happy
874,0.0641,0.595,204812,0.896,5.82e-05,10,0.0748,-2.951,1,0.047,118.001,4,0.567,happy
875,0.0511,0.809,219067,0.735,0.0066,10,0.0771,-5.636,0,0.0764,113.03,4,0.418,happy
876,0.0112,0.806,232472,0.594,0.000826,0,0.165,-7.061,1,0.0351,109.018,4,0.864,happy
877,0.305,0.743,220302,0.589,2.63e-05,10,0.333,-8.961,0,0.0725,75.806,4,0.894,happy
878,0.485,0.721,268235,0.992,0.788,10,0.173,-1.934,1,0.199,102.004,4,0.48,happy
879,0.286,0.863,195423,0.625,0.89,0,0.0441,-5.325,1,0.053,113.985,4,0.681,happy
880,0.0111,0.75,303707,0.896,0.637,10,0.28,-8.577,1,0.0623,124.991,4,0.515,happy
881,0.000119,0.626,304324,0.72,0.843,10,0.109,-10.153,0,0.0367,110.986,4,0.596,happy
882,0.00189,0.797,391848,0.956,0.89,1,0.0645,-6.389,1,0.0829,128.049,4,0.534,happy
883,0.527,0.782,338268,0.471,0.851,8,0.115,-14.0,1,0.0381,126.992,4,0.701,happy
884,0.0148,0.781,263213,0.814,0.838,11,0.128,-8.164,0,0.0916,119.993,4,0.736,happy
885,0.137,0.728,170667,0.661,0.867,0,0.189,-6.659,1,0.0478,90.236,4,0.539,happy
886,0.2,0.9,236800,0.62,0.00156,4,0.0647,-6.518,0,0.312,94.121,4,0.867,happy
887,0.349,0.592,232320,0.834,0.0124,9,0.188,-5.264,0,0.0485,153.9,4,0.498,happy
888,0.206,0.667,136856,0.56,0.942,3,0.0879,-12.149,0,0.0458,99.984,4,0.119,happy
889,0.16,0.562,136673,0.589,0.969,8,0.241,-9.447,1,0.0689,76.584,4,0.759,happy
